EDA,timestamp,period
0.0,08:18:54,pre-test
0.0,08:18:54,pre-test
0.0,08:18:55,pre-test
0.0,08:18:55,pre-test
0.0,08:18:55,pre-test
0.0,08:18:55,pre-test
0.0,08:18:56,pre-test
0.0,08:18:56,pre-test
0.0,08:18:56,pre-test
0.0,08:18:56,pre-test
0.0,08:18:57,pre-test
0.0,08:18:57,pre-test
0.0,08:18:57,pre-test
0.0,08:18:57,pre-test
0.0,08:18:58,pre-test
0.0,08:18:58,pre-test
0.0,08:18:58,pre-test
0.0,08:18:58,pre-test
0.0,08:18:59,pre-test
0.0,08:18:59,pre-test
0.0,08:18:59,pre-test
0.0,08:18:59,pre-test
0.0,08:19:00,pre-test
0.0,08:19:00,pre-test
0.0,08:19:00,pre-test
0.0,08:19:00,pre-test
0.0,08:19:01,pre-test
0.0,08:19:01,pre-test
0.0,08:19:01,pre-test
0.0,08:19:01,pre-test
0.0,08:19:02,pre-test
0.0,08:19:02,pre-test
0.0,08:19:02,pre-test
0.0,08:19:02,pre-test
0.0,08:19:03,pre-test
0.0,08:19:03,pre-test
0.0,08:19:03,pre-test
0.0,08:19:03,pre-test
0.0,08:19:04,pre-test
0.0,08:19:04,pre-test
0.0,08:19:04,pre-test
0.0,08:19:04,pre-test
0.0,08:19:05,pre-test
0.0,08:19:05,pre-test
0.0,08:19:05,pre-test
0.0,08:19:05,pre-test
0.0,08:19:06,pre-test
0.0,08:19:06,pre-test
0.0,08:19:06,pre-test
0.0,08:19:06,pre-test
0.0,08:19:07,pre-test
0.0,08:19:07,pre-test
0.0,08:19:07,pre-test
0.0,08:19:07,pre-test
0.0,08:19:08,pre-test
0.0,08:19:08,pre-test
0.0,08:19:08,pre-test
0.0,08:19:08,pre-test
0.0,08:19:09,pre-test
0.0,08:19:09,pre-test
0.0,08:19:09,pre-test
0.0,08:19:09,pre-test
0.0,08:19:10,pre-test
0.0,08:19:10,pre-test
0.0,08:19:10,pre-test
0.0,08:19:10,pre-test
0.0,08:19:11,pre-test
0.0,08:19:11,pre-test
0.0,08:19:11,pre-test
0.0,08:19:11,pre-test
0.0,08:19:12,pre-test
0.0,08:19:12,pre-test
0.0,08:19:12,pre-test
0.0,08:19:12,pre-test
0.0,08:19:13,pre-test
0.0,08:19:13,pre-test
0.0,08:19:13,pre-test
0.0,08:19:13,pre-test
0.0,08:19:14,pre-test
0.0,08:19:14,pre-test
0.0,08:19:14,pre-test
0.0,08:19:14,pre-test
0.0,08:19:15,pre-test
0.0,08:19:15,pre-test
0.0,08:19:15,pre-test
0.0,08:19:15,pre-test
0.0,08:19:16,pre-test
0.0,08:19:16,pre-test
0.0,08:19:16,pre-test
0.0,08:19:16,pre-test
0.0,08:19:17,pre-test
0.0,08:19:17,pre-test
0.0,08:19:17,pre-test
0.0,08:19:17,pre-test
0.0,08:19:18,pre-test
0.0,08:19:18,pre-test
0.0,08:19:18,pre-test
0.0,08:19:18,pre-test
0.0,08:19:19,pre-test
0.0,08:19:19,pre-test
0.0,08:19:19,pre-test
0.0,08:19:19,pre-test
0.0,08:19:20,pre-test
0.0,08:19:20,pre-test
0.0,08:19:20,pre-test
0.0,08:19:20,pre-test
0.0,08:19:21,pre-test
0.0,08:19:21,pre-test
0.0,08:19:21,pre-test
0.0,08:19:21,pre-test
0.0,08:19:22,pre-test
0.0,08:19:22,pre-test
0.0,08:19:22,pre-test
0.0,08:19:22,pre-test
0.0,08:19:23,pre-test
0.0,08:19:23,pre-test
0.0,08:19:23,pre-test
0.0,08:19:23,pre-test
0.0,08:19:24,pre-test
0.0,08:19:24,pre-test
0.0,08:19:24,pre-test
0.0,08:19:24,pre-test
0.0,08:19:25,pre-test
0.0,08:19:25,pre-test
0.0,08:19:25,pre-test
0.0,08:19:25,pre-test
0.0,08:19:26,pre-test
0.0,08:19:26,pre-test
0.0,08:19:26,pre-test
0.0,08:19:26,pre-test
0.0,08:19:27,pre-test
0.0,08:19:27,pre-test
0.0,08:19:27,pre-test
0.0,08:19:27,pre-test
0.0,08:19:28,pre-test
0.0,08:19:28,pre-test
0.0,08:19:28,pre-test
0.0,08:19:28,pre-test
0.0,08:19:29,pre-test
0.0,08:19:29,pre-test
0.0,08:19:29,pre-test
0.0,08:19:29,pre-test
0.0,08:19:30,pre-test
0.0,08:19:30,pre-test
0.0,08:19:30,pre-test
0.0,08:19:30,pre-test
0.0,08:19:31,pre-test
0.0,08:19:31,pre-test
0.0,08:19:31,pre-test
0.0,08:19:31,pre-test
0.0,08:19:32,pre-test
0.0,08:19:32,pre-test
0.0,08:19:32,pre-test
0.0,08:19:32,pre-test
0.0,08:19:33,pre-test
0.0,08:19:33,pre-test
0.0,08:19:33,pre-test
0.0,08:19:33,pre-test
0.0,08:19:34,pre-test
0.0,08:19:34,pre-test
0.0,08:19:34,pre-test
0.0,08:19:34,pre-test
0.0,08:19:35,pre-test
0.0,08:19:35,pre-test
0.0,08:19:35,pre-test
0.0,08:19:35,pre-test
0.0,08:19:36,pre-test
0.0,08:19:36,pre-test
0.0,08:19:36,pre-test
0.0,08:19:36,pre-test
0.0,08:19:37,pre-test
0.0,08:19:37,pre-test
0.0,08:19:37,pre-test
0.0,08:19:37,pre-test
0.0,08:19:38,pre-test
0.0,08:19:38,pre-test
0.0,08:19:38,pre-test
0.0,08:19:38,pre-test
0.0,08:19:39,pre-test
0.0,08:19:39,pre-test
0.0,08:19:39,pre-test
0.0,08:19:39,pre-test
0.0,08:19:40,pre-test
0.0,08:19:40,pre-test
0.0,08:19:40,pre-test
0.0,08:19:40,pre-test
0.0,08:19:41,pre-test
0.0,08:19:41,pre-test
0.0,08:19:41,pre-test
0.0,08:19:41,pre-test
0.0,08:19:42,pre-test
0.0,08:19:42,pre-test
0.0,08:19:42,pre-test
0.0,08:19:42,pre-test
0.0,08:19:43,pre-test
0.0,08:19:43,pre-test
0.0,08:19:43,pre-test
0.0,08:19:43,pre-test
0.0,08:19:44,pre-test
0.0,08:19:44,pre-test
0.0,08:19:44,pre-test
0.0,08:19:44,pre-test
0.0,08:19:45,pre-test
0.0,08:19:45,pre-test
0.0,08:19:45,pre-test
0.0,08:19:45,pre-test
0.0,08:19:46,pre-test
0.0,08:19:46,pre-test
0.0,08:19:46,pre-test
0.0,08:19:46,pre-test
0.0,08:19:47,pre-test
0.0,08:19:47,pre-test
0.0,08:19:47,pre-test
0.0,08:19:47,pre-test
0.0,08:19:48,pre-test
0.0,08:19:48,pre-test
0.0,08:19:48,pre-test
0.0,08:19:48,pre-test
0.0,08:19:49,pre-test
0.0,08:19:49,pre-test
0.0,08:19:49,pre-test
0.0,08:19:49,pre-test
0.0,08:19:50,pre-test
0.0,08:19:50,pre-test
0.0,08:19:50,pre-test
0.0,08:19:50,pre-test
0.0,08:19:51,pre-test
0.0,08:19:51,pre-test
0.0,08:19:51,pre-test
0.0,08:19:51,pre-test
0.0,08:19:52,pre-test
0.0,08:19:52,pre-test
0.0,08:19:52,pre-test
0.0,08:19:52,pre-test
0.0,08:19:53,pre-test
0.0,08:19:53,pre-test
0.0,08:19:53,pre-test
0.0,08:19:53,pre-test
0.0,08:19:54,pre-test
0.0,08:19:54,pre-test
0.0,08:19:54,pre-test
0.0,08:19:54,pre-test
0.0,08:19:55,pre-test
0.0,08:19:55,pre-test
0.0,08:19:55,pre-test
0.0,08:19:55,pre-test
0.0,08:19:56,pre-test
0.0,08:19:56,pre-test
0.0,08:19:56,pre-test
0.0,08:19:56,pre-test
0.0,08:19:57,pre-test
0.0,08:19:57,pre-test
0.0,08:19:57,pre-test
0.0,08:19:57,pre-test
0.0,08:19:58,pre-test
0.0,08:19:58,pre-test
0.0,08:19:58,pre-test
0.0,08:19:58,pre-test
0.0,08:19:59,pre-test
0.0,08:19:59,pre-test
0.0,08:19:59,pre-test
0.0,08:19:59,pre-test
0.0,08:20:00,pre-test
0.0,08:20:00,pre-test
0.0,08:20:00,pre-test
0.0,08:20:00,pre-test
0.0,08:20:01,pre-test
0.0,08:20:01,pre-test
0.0,08:20:01,pre-test
0.0,08:20:01,pre-test
0.0,08:20:02,pre-test
0.0,08:20:02,pre-test
0.0,08:20:02,pre-test
0.0,08:20:02,pre-test
0.0,08:20:03,pre-test
0.0,08:20:03,pre-test
0.0,08:20:03,pre-test
0.0,08:20:03,pre-test
0.0,08:20:04,pre-test
0.0,08:20:04,pre-test
0.0,08:20:04,pre-test
0.0,08:20:04,pre-test
0.0,08:20:05,pre-test
0.0,08:20:05,pre-test
0.0,08:20:05,pre-test
0.0,08:20:05,pre-test
0.0,08:20:06,pre-test
0.0,08:20:06,pre-test
0.0,08:20:06,pre-test
0.0,08:20:06,pre-test
0.0,08:20:07,pre-test
0.0,08:20:07,pre-test
0.0,08:20:07,pre-test
0.0,08:20:07,pre-test
0.0,08:20:08,pre-test
0.0,08:20:08,pre-test
0.0,08:20:08,pre-test
0.0,08:20:08,pre-test
0.0,08:20:09,pre-test
0.0,08:20:09,pre-test
0.0,08:20:09,pre-test
0.0,08:20:09,pre-test
0.0,08:20:10,pre-test
0.0,08:20:10,pre-test
0.0,08:20:10,pre-test
0.0,08:20:10,pre-test
0.0,08:20:11,pre-test
0.0,08:20:11,pre-test
0.0,08:20:11,pre-test
0.0,08:20:11,pre-test
0.0,08:20:12,pre-test
0.0,08:20:12,pre-test
0.0,08:20:12,pre-test
0.0,08:20:12,pre-test
0.0,08:20:13,pre-test
0.0,08:20:13,pre-test
0.0,08:20:13,pre-test
0.0,08:20:13,pre-test
0.0,08:20:14,pre-test
0.0,08:20:14,pre-test
0.0,08:20:14,pre-test
0.0,08:20:14,pre-test
0.0,08:20:15,pre-test
0.0,08:20:15,pre-test
0.0,08:20:15,pre-test
0.0,08:20:15,pre-test
0.0,08:20:16,pre-test
0.0,08:20:16,pre-test
0.0,08:20:16,pre-test
0.0,08:20:16,pre-test
0.0,08:20:17,pre-test
0.0,08:20:17,pre-test
0.0,08:20:17,pre-test
0.0,08:20:17,pre-test
0.0,08:20:18,pre-test
0.0,08:20:18,pre-test
0.0,08:20:18,pre-test
0.0,08:20:18,pre-test
0.0,08:20:19,pre-test
0.0,08:20:19,pre-test
0.0,08:20:19,pre-test
0.0,08:20:19,pre-test
0.0,08:20:20,pre-test
0.0,08:20:20,pre-test
0.0,08:20:20,pre-test
0.0,08:20:20,pre-test
0.0,08:20:21,pre-test
0.0,08:20:21,pre-test
0.0,08:20:21,pre-test
0.0,08:20:21,pre-test
0.0,08:20:22,pre-test
0.0,08:20:22,pre-test
0.0,08:20:22,pre-test
0.0,08:20:22,pre-test
0.0,08:20:23,pre-test
0.0,08:20:23,pre-test
0.0,08:20:23,pre-test
0.0,08:20:23,pre-test
0.0,08:20:24,pre-test
0.0,08:20:24,pre-test
0.0,08:20:24,pre-test
0.0,08:20:24,pre-test
0.0,08:20:25,pre-test
0.0,08:20:25,pre-test
0.0,08:20:25,pre-test
0.0,08:20:25,pre-test
0.0,08:20:26,pre-test
0.0,08:20:26,pre-test
0.0,08:20:26,pre-test
0.0,08:20:26,pre-test
0.0,08:20:27,pre-test
0.0,08:20:27,pre-test
0.0,08:20:27,pre-test
0.0,08:20:27,pre-test
0.0,08:20:28,pre-test
0.0,08:20:28,pre-test
0.0,08:20:28,pre-test
0.0,08:20:28,pre-test
0.0,08:20:29,pre-test
0.0,08:20:29,pre-test
0.0,08:20:29,pre-test
0.0,08:20:29,pre-test
0.0,08:20:30,pre-test
0.0,08:20:30,pre-test
0.0,08:20:30,pre-test
0.0,08:20:30,pre-test
0.0,08:20:31,pre-test
0.0,08:20:31,pre-test
0.0,08:20:31,pre-test
0.0,08:20:31,pre-test
0.0,08:20:32,pre-test
0.0,08:20:32,pre-test
0.0,08:20:32,pre-test
0.0,08:20:32,pre-test
0.0,08:20:33,pre-test
0.0,08:20:33,pre-test
0.0,08:20:33,pre-test
0.0,08:20:33,pre-test
0.0,08:20:34,pre-test
0.0,08:20:34,pre-test
0.0,08:20:34,pre-test
0.0,08:20:34,pre-test
0.0,08:20:35,pre-test
0.0,08:20:35,pre-test
0.0,08:20:35,pre-test
0.0,08:20:35,pre-test
0.0,08:20:36,pre-test
0.0,08:20:36,pre-test
0.0,08:20:36,pre-test
0.0,08:20:36,pre-test
0.0,08:20:37,pre-test
0.0,08:20:37,pre-test
0.0,08:20:37,pre-test
0.0,08:20:37,pre-test
0.0,08:20:38,pre-test
0.0,08:20:38,pre-test
0.0,08:20:38,pre-test
0.0,08:20:38,pre-test
0.0,08:20:39,pre-test
0.0,08:20:39,pre-test
0.0,08:20:39,pre-test
0.0,08:20:39,pre-test
0.0,08:20:40,pre-test
0.0,08:20:40,pre-test
0.0,08:20:40,pre-test
0.0,08:20:40,pre-test
0.0,08:20:41,pre-test
0.0,08:20:41,pre-test
0.0,08:20:41,pre-test
0.0,08:20:41,pre-test
0.0,08:20:42,pre-test
0.0,08:20:42,pre-test
0.0,08:20:42,pre-test
0.0,08:20:42,pre-test
0.0,08:20:43,pre-test
0.0,08:20:43,pre-test
0.0,08:20:43,pre-test
0.0,08:20:43,pre-test
0.0,08:20:44,pre-test
0.0,08:20:44,pre-test
0.0,08:20:44,pre-test
0.0,08:20:44,pre-test
0.0,08:20:45,pre-test
0.0,08:20:45,pre-test
0.0,08:20:45,pre-test
0.0,08:20:45,pre-test
0.0,08:20:46,pre-test
0.0,08:20:46,pre-test
0.0,08:20:46,pre-test
0.0,08:20:46,pre-test
0.0,08:20:47,pre-test
0.0,08:20:47,pre-test
0.0,08:20:47,pre-test
0.0,08:20:47,pre-test
0.0,08:20:48,pre-test
0.0,08:20:48,pre-test
0.0,08:20:48,pre-test
0.0,08:20:48,pre-test
0.0,08:20:49,pre-test
0.0,08:20:49,pre-test
0.0,08:20:49,pre-test
0.0,08:20:49,pre-test
0.0,08:20:50,pre-test
0.0,08:20:50,pre-test
0.0,08:20:50,pre-test
0.0,08:20:50,pre-test
0.0,08:20:51,pre-test
0.0,08:20:51,pre-test
0.0,08:20:51,pre-test
0.0,08:20:51,pre-test
0.0,08:20:52,pre-test
0.0,08:20:52,pre-test
0.0,08:20:52,pre-test
0.0,08:20:52,pre-test
0.0,08:20:53,pre-test
0.0,08:20:53,pre-test
0.0,08:20:53,pre-test
0.0,08:20:53,pre-test
0.0,08:20:54,pre-test
0.0,08:20:54,pre-test
0.0,08:20:54,pre-test
0.0,08:20:54,pre-test
0.0,08:20:55,pre-test
0.0,08:20:55,pre-test
0.0,08:20:55,pre-test
0.0,08:20:55,pre-test
0.0,08:20:56,pre-test
0.0,08:20:56,pre-test
0.0,08:20:56,pre-test
0.0,08:20:56,pre-test
0.0,08:20:57,pre-test
0.0,08:20:57,pre-test
0.0,08:20:57,pre-test
0.0,08:20:57,pre-test
0.0,08:20:58,pre-test
0.0,08:20:58,pre-test
0.0,08:20:58,pre-test
0.0,08:20:58,pre-test
0.0,08:20:59,pre-test
0.0,08:20:59,pre-test
0.0,08:20:59,pre-test
0.0,08:20:59,pre-test
0.0,08:21:00,pre-test
0.0,08:21:00,pre-test
0.0,08:21:00,pre-test
0.0,08:21:00,pre-test
0.0,08:21:01,pre-test
0.0,08:21:01,pre-test
0.0,08:21:01,pre-test
0.0,08:21:01,pre-test
0.0,08:21:02,pre-test
0.0,08:21:02,pre-test
0.0,08:21:02,pre-test
0.0,08:21:02,pre-test
0.0,08:21:03,pre-test
0.0,08:21:03,pre-test
0.0,08:21:03,pre-test
0.0,08:21:03,pre-test
0.0,08:21:04,pre-test
0.0,08:21:04,pre-test
0.0,08:21:04,pre-test
0.0,08:21:04,pre-test
0.0,08:21:05,pre-test
0.0,08:21:05,pre-test
0.0,08:21:05,pre-test
0.0,08:21:05,pre-test
0.0,08:21:06,pre-test
0.0,08:21:06,pre-test
0.0,08:21:06,pre-test
0.0,08:21:06,pre-test
0.0,08:21:07,pre-test
0.0,08:21:07,pre-test
0.0,08:21:07,pre-test
0.0,08:21:07,pre-test
0.0,08:21:08,pre-test
0.0,08:21:08,pre-test
0.0,08:21:08,pre-test
0.0,08:21:08,pre-test
0.0,08:21:09,pre-test
0.0,08:21:09,pre-test
0.0,08:21:09,pre-test
0.0,08:21:09,pre-test
0.0,08:21:10,pre-test
0.0,08:21:10,pre-test
0.0,08:21:10,pre-test
0.0,08:21:10,pre-test
0.0,08:21:11,pre-test
0.0,08:21:11,pre-test
0.0,08:21:11,pre-test
0.0,08:21:11,pre-test
0.0,08:21:12,pre-test
0.0,08:21:12,pre-test
0.0,08:21:12,pre-test
0.0,08:21:12,pre-test
0.0,08:21:13,pre-test
0.0,08:21:13,pre-test
0.0,08:21:13,pre-test
0.0,08:21:13,pre-test
0.0,08:21:14,pre-test
0.0,08:21:14,pre-test
0.0,08:21:14,pre-test
0.0,08:21:14,pre-test
0.0,08:21:15,pre-test
0.0,08:21:15,pre-test
0.0,08:21:15,pre-test
0.0,08:21:15,pre-test
0.0,08:21:16,pre-test
0.0,08:21:16,pre-test
0.0,08:21:16,pre-test
0.0,08:21:16,pre-test
0.0,08:21:17,pre-test
0.0,08:21:17,pre-test
0.0,08:21:17,pre-test
0.0,08:21:17,pre-test
0.0,08:21:18,pre-test
0.0,08:21:18,pre-test
0.0,08:21:18,pre-test
0.0,08:21:18,pre-test
0.0,08:21:19,pre-test
0.0,08:21:19,pre-test
0.0,08:21:19,pre-test
0.0,08:21:19,pre-test
0.0,08:21:20,pre-test
0.0,08:21:20,pre-test
0.0,08:21:20,pre-test
0.0,08:21:20,pre-test
0.0,08:21:21,pre-test
0.0,08:21:21,pre-test
0.0,08:21:21,pre-test
0.0,08:21:21,pre-test
0.0,08:21:22,pre-test
0.0,08:21:22,pre-test
0.0,08:21:22,pre-test
0.0,08:21:22,pre-test
0.0,08:21:23,pre-test
0.0,08:21:23,pre-test
0.0,08:21:23,pre-test
0.0,08:21:23,pre-test
0.0,08:21:24,pre-test
0.0,08:21:24,pre-test
0.0,08:21:24,pre-test
0.0,08:21:24,pre-test
0.0,08:21:25,pre-test
0.0,08:21:25,pre-test
0.0,08:21:25,pre-test
0.0,08:21:25,pre-test
0.0,08:21:26,pre-test
0.0,08:21:26,pre-test
0.0,08:21:26,pre-test
0.0,08:21:26,pre-test
0.0,08:21:27,pre-test
0.0,08:21:27,pre-test
0.0,08:21:27,pre-test
0.0,08:21:27,pre-test
0.0,08:21:28,pre-test
0.0,08:21:28,pre-test
0.0,08:21:28,pre-test
0.0,08:21:28,pre-test
0.0,08:21:29,pre-test
0.0,08:21:29,pre-test
0.0,08:21:29,pre-test
0.0,08:21:29,pre-test
0.0,08:21:30,pre-test
0.0,08:21:30,pre-test
0.0,08:21:30,pre-test
0.0,08:21:30,pre-test
0.0,08:21:31,pre-test
0.0,08:21:31,pre-test
0.0,08:21:31,pre-test
0.0,08:21:31,pre-test
0.0,08:21:32,pre-test
0.0,08:21:32,pre-test
0.0,08:21:32,pre-test
0.0,08:21:32,pre-test
0.0,08:21:33,pre-test
0.0,08:21:33,pre-test
0.0,08:21:33,pre-test
0.0,08:21:33,pre-test
0.0,08:21:34,pre-test
0.0,08:21:34,pre-test
0.0,08:21:34,pre-test
0.0,08:21:34,pre-test
0.0,08:21:35,pre-test
0.0,08:21:35,pre-test
0.0,08:21:35,pre-test
0.0,08:21:35,pre-test
0.0,08:21:36,pre-test
0.0,08:21:36,pre-test
0.0,08:21:36,pre-test
0.0,08:21:36,pre-test
0.0,08:21:37,pre-test
0.0,08:21:37,pre-test
0.0,08:21:37,pre-test
0.0,08:21:37,pre-test
0.0,08:21:38,pre-test
0.0,08:21:38,pre-test
0.0,08:21:38,pre-test
0.0,08:21:38,pre-test
0.0,08:21:39,pre-test
0.0,08:21:39,pre-test
0.0,08:21:39,pre-test
0.0,08:21:39,pre-test
0.0,08:21:40,pre-test
0.0,08:21:40,pre-test
0.0,08:21:40,pre-test
0.0,08:21:40,pre-test
0.0,08:21:41,pre-test
0.0,08:21:41,pre-test
0.0,08:21:41,pre-test
0.0,08:21:41,pre-test
0.0,08:21:42,pre-test
0.0,08:21:42,pre-test
0.0,08:21:42,pre-test
0.0,08:21:42,pre-test
0.0,08:21:43,pre-test
0.0,08:21:43,pre-test
0.0,08:21:43,pre-test
0.0,08:21:43,pre-test
0.0,08:21:44,pre-test
0.0,08:21:44,pre-test
0.0,08:21:44,pre-test
0.0,08:21:44,pre-test
0.0,08:21:45,pre-test
0.0,08:21:45,pre-test
0.0,08:21:45,pre-test
0.0,08:21:45,pre-test
0.0,08:21:46,pre-test
0.0,08:21:46,pre-test
0.0,08:21:46,pre-test
0.0,08:21:46,pre-test
0.0,08:21:47,pre-test
0.0,08:21:47,pre-test
0.0,08:21:47,pre-test
0.0,08:21:47,pre-test
0.0,08:21:48,pre-test
0.0,08:21:48,pre-test
0.0,08:21:48,pre-test
0.0,08:21:48,pre-test
0.0,08:21:49,pre-test
0.0,08:21:49,pre-test
0.0,08:21:49,pre-test
0.0,08:21:49,pre-test
0.0,08:21:50,pre-test
0.0,08:21:50,pre-test
0.0,08:21:50,pre-test
0.0,08:21:50,pre-test
0.0,08:21:51,pre-test
0.0,08:21:51,pre-test
0.0,08:21:51,pre-test
0.0,08:21:51,pre-test
0.0,08:21:52,pre-test
0.0,08:21:52,pre-test
0.0,08:21:52,pre-test
0.0,08:21:52,pre-test
0.0,08:21:53,pre-test
0.0,08:21:53,pre-test
0.0,08:21:53,pre-test
0.0,08:21:53,pre-test
0.0,08:21:54,pre-test
0.0,08:21:54,pre-test
0.0,08:21:54,pre-test
0.0,08:21:54,pre-test
0.0,08:21:55,pre-test
0.0,08:21:55,pre-test
0.0,08:21:55,pre-test
0.0,08:21:55,pre-test
0.0,08:21:56,pre-test
0.0,08:21:56,pre-test
0.0,08:21:56,pre-test
0.0,08:21:56,pre-test
0.0,08:21:57,pre-test
0.0,08:21:57,pre-test
0.0,08:21:57,pre-test
0.0,08:21:57,pre-test
0.0,08:21:58,pre-test
0.0,08:21:58,pre-test
0.0,08:21:58,pre-test
0.0,08:21:58,pre-test
0.0,08:21:59,pre-test
0.0,08:21:59,pre-test
0.0,08:21:59,pre-test
0.0,08:21:59,pre-test
0.0,08:22:00,pre-test
0.0,08:22:00,pre-test
0.0,08:22:00,pre-test
0.0,08:22:00,pre-test
0.0,08:22:01,pre-test
0.0,08:22:01,pre-test
0.0,08:22:01,pre-test
0.0,08:22:01,pre-test
0.0,08:22:02,pre-test
0.0,08:22:02,pre-test
0.0,08:22:02,pre-test
0.0,08:22:02,pre-test
0.0,08:22:03,pre-test
0.0,08:22:03,pre-test
0.0,08:22:03,pre-test
0.0,08:22:03,pre-test
0.0,08:22:04,pre-test
0.0,08:22:04,pre-test
0.0,08:22:04,pre-test
0.0,08:22:04,pre-test
0.0,08:22:05,pre-test
0.0,08:22:05,pre-test
0.0,08:22:05,pre-test
0.0,08:22:05,pre-test
0.0,08:22:06,pre-test
0.0,08:22:06,pre-test
0.0,08:22:06,pre-test
0.0,08:22:06,pre-test
0.0,08:22:07,pre-test
0.0,08:22:07,pre-test
0.0,08:22:07,pre-test
0.0,08:22:07,pre-test
0.0,08:22:08,pre-test
0.0,08:22:08,pre-test
0.0,08:22:08,pre-test
0.0,08:22:08,pre-test
0.0,08:22:09,pre-test
0.0,08:22:09,pre-test
0.0,08:22:09,pre-test
0.0,08:22:09,pre-test
0.0,08:22:10,pre-test
